-1.473807,-48.452137,2020,8,11,15,1,52,25.50,1017,69
-1.372069,-48.409988,2020,8,14,18,41,43,33.39,1023,340
-1.371883,-48.410019,2020,8,14,19,22,1,35.81,1023,970
-0.629380,-47.634541,2020,8,16,23,45,52,29.94,1023,172
-0.629380,-47.634541,2020,8,17,0,13,34,29.94,1023,46
-0.629380,-47.634541,2020,8,17,0,44,21,29.86,1023,103
-0.629380,-47.634541,2020,8,17,1,14,3,29.75,1022,97
-0.629331,-47.634480,2020,8,17,1,43,9,29.71,1023,55
-0.629285,-47.634483,2020,8,17,2,16,10,29.59,1022,247
-0.629280,-47.634541,2020,8,17,2,45,4,29.59,1022,196
-0.629326,-47.634460,2020,8,17,3,15,8,29.50,1023,214
-0.629291,-47.634468,2020,8,17,3,42,12,29.44,1023,53
-0.629245,-47.634399,2020,8,17,4,12,37,29.37,1023,88
-0.629245,-47.634399,2020,8,17,0,0,0,29.34,1023,108
-0.629245,-47.634399,2020,8,17,5,16,8,29.30,1023,323
-0.629388,-47.634403,2020,8,17,5,42,15,29.25,1023,109
-0.629259,-47.634388,2020,8,17,6,11,28,29.16,1023,75
-0.629259,-47.634388,2020,8,17,6,41,17,29.12,1023,76
-0.629282,-47.634491,2020,8,17,7,11,51,29.09,1023,120
-0.629267,-47.634552,2020,8,17,7,41,30,29.00,1023,112
-0.629299,-47.634571,2020,8,17,8,12,3,28.96,1023,158
-0.629372,-47.634579,2020,8,17,8,42,54,28.89,1023,222
-0.629338,-47.634422,2020,8,17,9,9,19,28.87,1023,22
-0.629311,-47.634598,2020,8,17,9,40,39,28.87,1023,113
-0.629311,-47.634598,2020,8,17,10,9,13,28.94,1023,38
-0.629279,-47.634541,2020,8,17,10,40,10,29.06,1023,102
-0.630454,-47.634277,2020,8,17,11,13,15,29.19,1023,292
-0.630454,-47.634277,2020,8,17,11,41,2,29.31,1022,163
-0.630454,-47.634277,2020,8,17,12,9,57,29.31,1022,95
-0.629295,-47.634499,2020,8,17,12,41,27,29.56,1023,177
-0.629353,-47.634575,2020,8,17,13,11,53,29.50,1023,197
-0.629349,-47.634415,2020,8,17,13,39,23,29.77,1022,44
-0.629349,-47.634415,2020,8,17,14,9,16,30.36,1022,22
-0.629202,-47.634457,2020,8,17,14,40,6,30.09,1023,56
-0.629313,-47.634541,2020,8,17,15,10,42,30.29,1023,79
-0.629313,-47.634541,2020,8,17,0,0,0,30.87,1022,21
-0.629333,-47.634464,2020,8,17,16,11,4,30.94,1022,75
-0.629333,-47.634464,2020,8,17,16,41,6,31.00,1022,64
-0.629333,-47.634464,2020,8,17,17,10,35,31.19,1023,21
-0.629383,-47.634506,2020,8,17,17,41,51,31.44,1023,88
-0.629383,-47.634506,2020,8,17,18,12,34,30.75,1023,128
-0.629391,-47.634548,2020,8,17,20,28,56,28.72,1023,970
-0.629403,-47.634449,2020,8,17,20,42,40,28.50,1023,27
-0.629003,-47.634628,2020,8,17,21,15,8,28.22,1023,48
-0.629334,-47.634510,2020,8,17,21,47,31,27.96,1023,198
-0.629296,-47.634510,2020,8,17,22,14,23,27.87,1023,22
-0.629375,-47.634506,2020,8,17,22,44,41,27.77,1023,49
-0.629367,-47.634457,2020,8,17,23,14,23,27.77,1023,40
-0.629376,-47.634480,2020,8,17,23,43,54,27.69,1023,23
-0.629376,-47.634480,2020,8,18,0,13,47,27.61,1023,25
-0.629372,-47.634495,2020,8,18,0,43,36,27.56,1023,23
-0.629344,-47.634342,2020,8,18,1,13,44,27.50,1023,42
-0.629343,-47.634357,2020,8,18,1,43,23,27.50,1023,33
-0.629374,-47.634434,2020,8,18,2,13,5,27.44,1023,24
-0.629399,-47.634411,2020,8,18,2,43,50,27.27,1023,79
-0.629381,-47.634430,2020,8,18,3,12,59,27.12,1023,39
-0.629381,-47.634430,2020,8,18,3,44,35,27.12,1023,145
-0.629295,-47.634506,2020,8,18,4,16,22,26.84,1023,265
-0.629185,-47.634064,2020,8,18,4,42,1,26.94,1023,21
-0.629104,-47.634495,2020,8,18,5,11,53,26.75,1023,23
-0.629299,-47.634579,2020,8,18,5,43,0,26.66,1023,102
-0.629326,-47.634521,2020,8,18,6,11,29,26.56,1023,25
-0.629367,-47.634518,2020,8,18,6,41,38,26.66,1023,46
-0.629409,-47.634464,2020,8,18,7,11,7,26.74,1023,27
-0.629315,-47.633999,2020,8,18,7,40,57,26.75,1023,27
-0.629419,-47.634411,2020,8,18,8,11,10,26.56,1023,51
-0.629406,-47.634476,2020,8,18,8,40,46,26.66,1023,38
-0.629299,-47.634495,2020,8,18,9,10,32,26.69,1023,35
-0.629256,-47.634403,2020,8,18,9,40,29,26.94,1023,42
-0.629318,-47.634434,2020,8,18,10,10,2,27.54,1023,25
-0.629369,-47.634464,2020,8,18,10,39,53,28.21,1023,23
-0.629369,-47.634533,2020,8,18,11,9,54,29.87,1023,23
-0.629357,-47.634552,2020,8,18,11,40,6,31.44,1023,23
-0.629357,-47.634552,2020,8,18,12,10,33,32.94,1023,21
-0.629357,-47.634552,2020,8,18,12,46,46,32.95,1022,367
-0.630113,-47.634159,2020,8,18,13,36,21,33.64,1023,1524
-0.630113,-47.634159,2020,8,18,13,47,34,32.99,1023,442
-0.630113,-47.634159,2020,8,18,14,13,41,32.89,1023,186
-0.630113,-47.634159,2020,8,18,14,56,0,33.19,1023,890
-0.630113,-47.634159,2020,8,18,15,13,56,34.09,1022,167
-0.630113,-47.634159,2020,8,18,15,45,20,32.99,1023,204
-0.630113,-47.634159,2020,8,18,16,15,12,32.74,1022,152
